id,data_subject_id,host,event_id,text,region,label
1020,user1724,PC-894,4624,An account was locked out. User: user1724,Queensland,0
1021,user1915,PC-382,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-382,South Australia,0
1022,user1436,PC-610,4698,An account was locked out. User: user1436,Queensland,0
1023,user1637,PC-562,4624,Scheduled task created. Name: trade by user1637,Western Australia,0
1024,user1587,PC-724,4697,A logon attempt was made using explicit credentials. User: user1587,Victoria,0
1025,user1429,PC-485,4698,Scheduled task created. Name: population by user1429,Northern Territory,0
1026,user1749,PC-904,4625,A logon attempt was made using explicit credentials. User: user1749,ACT,0
1027,user1363,PC-107,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-107,ACT,0
1029,user1919,PC-453,7045,A logon attempt was made using explicit credentials. User: user1919,New South Wales,0
1030,user1520,PC-159,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-159,Northern Territory,0
1031,user1237,PC-115,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-115,New South Wales,0
1033,user1008,PC-604,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-604,Western Australia,0
1035,user1084,PC-625,4698,A logon attempt was made using explicit credentials. User: user1084,Western Australia,0
1036,user1604,PC-932,4698,A service was installed in the system. Service: heart by user1604,Northern Territory,0
1038,user1525,PC-769,7045,A logon attempt was made using explicit credentials. User: user1525,Northern Territory,0
1039,user1389,PC-356,1116,A logon attempt was made using explicit credentials. User: user1389,Northern Territory,0
1040,user1886,PC-796,1116,An account was locked out. User: user1886,Queensland,0
1041,user1182,PC-824,7045,An account was successfully logged on. User: user1182 from PC-824,Northern Territory,0
1042,user1891,PC-114,4697,An account was locked out. User: user1891,Queensland,0
1043,user1977,PC-751,4697,An account was successfully logged on. User: user1977 from PC-751,Northern Territory,0
1044,user1448,PC-296,4624,A service was installed in the system. Service: contain by user1448,Victoria,0
1045,user1925,PC-231,4624,Scheduled task created. Name: state by user1925,Western Australia,0
1049,user1177,PC-481,1116,An account was locked out. User: user1177,ACT,0
1050,user1028,PC-107,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-107,ACT,0
1051,user1280,PC-759,1116,An account was locked out. User: user1280,ACT,0
1052,user1923,PC-680,1116,A service was installed in the system. Service: off by user1923,Tasmania,0
1053,user1405,PC-907,1116,Scheduled task created. Name: community by user1405,Victoria,0
1056,user1241,PC-523,4697,Scheduled task created. Name: mind by user1241,ACT,0
1057,user1200,PC-631,1116,An account was locked out. User: user1200,New South Wales,0
1058,user1333,PC-322,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-322,South Australia,0
1059,user1222,PC-808,4624,An account was locked out. User: user1222,Western Australia,0
1061,user1610,PC-316,4624,An account was locked out. User: user1610,ACT,0
1062,user1206,PC-841,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-841,South Australia,0
1063,user1525,PC-801,4698,A service was installed in the system. Service: star by user1525,Northern Territory,0
1064,user1191,PC-955,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-955,Tasmania,0
1065,user1507,PC-531,4625,An account was locked out. User: user1507,New South Wales,0
1066,user1375,PC-942,4624,An account was successfully logged on. User: user1375 from PC-942,Northern Territory,0
1067,user1734,PC-562,4625,An account was successfully logged on. User: user1734 from PC-562,Western Australia,0
1068,user1463,PC-619,4698,An account was locked out. User: user1463,Victoria,0
1069,user1335,PC-234,4697,Malware alert from Defender. Detection: Worm:Win32 on PC-234,New South Wales,0
1070,user1493,PC-982,4698,A service was installed in the system. Service: many by user1493,New South Wales,0
1073,user1719,PC-900,7045,A service was installed in the system. Service: concern by user1719,Western Australia,0
1074,user1434,PC-122,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-122,ACT,0
1075,user1153,PC-354,4698,Scheduled task created. Name: more by user1153,Tasmania,0
1077,user1644,PC-886,7045,An account was locked out. User: user1644,New South Wales,0
1078,user1397,PC-343,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-343,Northern Territory,0
1079,user1660,PC-902,4697,Scheduled task created. Name: laugh by user1660,Victoria,0
1081,user1140,PC-143,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-143,Queensland,0
1082,user1205,PC-572,4625,An account was locked out. User: user1205,New South Wales,0
1083,user1873,PC-599,1116,An account was locked out. User: user1873,New South Wales,0
1085,user1109,PC-429,4698,An account was successfully logged on. User: user1109 from PC-429,Tasmania,0
1086,user1897,PC-744,4697,Scheduled task created. Name: mind by user1897,South Australia,0
1087,user1961,PC-763,4697,Scheduled task created. Name: factor by user1961,Tasmania,0
1088,user1237,PC-642,1116,A logon attempt was made using explicit credentials. User: user1237,New South Wales,0
1089,user1877,PC-183,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-183,Northern Territory,0
1090,user1175,PC-776,4697,An account was successfully logged on. User: user1175 from PC-776,Western Australia,0
1091,user1988,PC-179,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-179,Queensland,0
1093,user1155,PC-729,4698,A service was installed in the system. Service: rule by user1155,Victoria,0
1094,user1066,PC-240,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-240,New South Wales,0
1095,user1205,PC-628,7045,A logon attempt was made using explicit credentials. User: user1205,New South Wales,0
1096,user1809,PC-655,1116,An account was locked out. User: user1809,Northern Territory,0
1097,user1048,PC-546,1116,A service was installed in the system. Service: thought by user1048,Western Australia,0
1098,user1338,PC-590,7045,An account was locked out. User: user1338,Western Australia,0
1099,user1709,PC-105,4698,An account was locked out. User: user1709,Northern Territory,0
1100,user1159,PC-654,7045,A service was installed in the system. Service: special by user1159,Victoria,0
1101,user1129,PC-877,4698,Scheduled task created. Name: cell by user1129,ACT,0
1102,user1108,PC-565,4697,Scheduled task created. Name: miss by user1108,Western Australia,0
1104,user1048,PC-532,7045,An account was successfully logged on. User: user1048 from PC-532,Western Australia,0
1106,user1573,PC-860,4624,A logon attempt was made using explicit credentials. User: user1573,Western Australia,0
1107,user1374,PC-371,4698,An account was locked out. User: user1374,Northern Territory,0
1108,user1187,PC-915,1116,Scheduled task created. Name: police by user1187,ACT,0
1111,user1407,PC-679,4698,An account was successfully logged on. User: user1407 from PC-679,Northern Territory,0
1112,user1084,PC-659,4698,Scheduled task created. Name: operation by user1084,Western Australia,0
1113,user1812,PC-300,7045,An account was successfully logged on. User: user1812 from PC-300,New South Wales,0
1114,user1999,PC-291,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-291,Queensland,0
1115,user1125,PC-657,4625,An account was successfully logged on. User: user1125 from PC-657,Victoria,0
1116,user1987,PC-332,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-332,South Australia,0
1117,user1921,PC-755,1116,An account was successfully logged on. User: user1921 from PC-755,South Australia,0
1119,user1390,PC-612,4624,Scheduled task created. Name: bad by user1390,Tasmania,0
1120,user1122,PC-597,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-597,South Australia,0
1121,user1357,PC-726,4624,Scheduled task created. Name: class by user1357,Queensland,0
1122,user1850,PC-399,4625,Scheduled task created. Name: find by user1850,South Australia,0
1123,user1203,PC-853,4624,A logon attempt was made using explicit credentials. User: user1203,Tasmania,0
1124,user1171,PC-978,4697,An account was locked out. User: user1171,South Australia,0
1125,user1939,PC-639,4624,An account was locked out. User: user1939,South Australia,0
1126,user1827,PC-672,4625,An account was successfully logged on. User: user1827 from PC-672,Queensland,0
1127,user1184,PC-238,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-238,Victoria,0
1128,user1456,PC-825,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-825,ACT,0
1129,user1552,PC-656,4625,Scheduled task created. Name: price by user1552,South Australia,0
1130,user1062,PC-547,4625,A logon attempt was made using explicit credentials. User: user1062,Queensland,0
1132,user1965,PC-805,7045,Scheduled task created. Name: until by user1965,Western Australia,0
1134,user1682,PC-175,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-175,Tasmania,0
1135,user1858,PC-599,4697,An account was successfully logged on. User: user1858 from PC-599,Victoria,0
1136,user1325,PC-507,7045,An account was successfully logged on. User: user1325 from PC-507,South Australia,0
1137,user1564,PC-737,4624,An account was successfully logged on. User: user1564 from PC-737,Western Australia,0
1138,user1989,PC-611,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-611,Northern Territory,0
1139,user1420,PC-809,4698,A logon attempt was made using explicit credentials. User: user1420,South Australia,0
1140,user1159,PC-400,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-400,Victoria,0
1141,user1094,PC-992,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-992,Victoria,0
1142,user1561,PC-152,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-152,Northern Territory,0
1143,user1881,PC-497,7045,An account was successfully logged on. User: user1881 from PC-497,Tasmania,0
1144,user1140,PC-920,4625,An account was locked out. User: user1140,Queensland,0
1145,user1590,PC-197,4624,A logon attempt was made using explicit credentials. User: user1590,Northern Territory,0
1146,user1887,PC-118,4624,An account was successfully logged on. User: user1887 from PC-118,New South Wales,0
1147,user1546,PC-103,4697,A logon attempt was made using explicit credentials. User: user1546,Victoria,0
1148,user1881,PC-813,4625,A service was installed in the system. Service: whether by user1881,Tasmania,0
1149,user1329,PC-329,4698,A service was installed in the system. Service: seem by user1329,New South Wales,0
1151,user1328,PC-236,7045,Scheduled task created. Name: majority by user1328,Tasmania,0
1153,user1603,PC-876,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-876,ACT,0
1154,user1570,PC-661,4625,An account was locked out. User: user1570,Queensland,0
1155,user1690,PC-165,4625,A logon attempt was made using explicit credentials. User: user1690,Northern Territory,0
1156,user1831,PC-491,4698,Scheduled task created. Name: enough by user1831,South Australia,0
1157,user1978,PC-889,4624,Scheduled task created. Name: similar by user1978,Tasmania,0
1158,user1472,PC-288,4697,Scheduled task created. Name: ago by user1472,Northern Territory,0
1159,user1227,PC-334,4625,An account was successfully logged on. User: user1227 from PC-334,Western Australia,0
1160,user1501,PC-143,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-143,ACT,0
1161,user1251,PC-113,1116,An account was successfully logged on. User: user1251 from PC-113,Northern Territory,0
1162,user1346,PC-596,4624,A service was installed in the system. Service: draw by user1346,Queensland,0
1163,user1216,PC-928,1116,An account was successfully logged on. User: user1216 from PC-928,Northern Territory,0
1164,user1870,PC-800,4698,A logon attempt was made using explicit credentials. User: user1870,ACT,0
1165,user1627,PC-293,4698,An account was locked out. User: user1627,Queensland,0
