id,data_subject_id,src_ip,dst_ip,severity,signature,text
856,134.214.245.12->10.219.193.8,134.214.245.12,10.219.193.8,high,Port scan,Port scan from 134.214.245.12 targeting 10.219.193.8
857,96.19.115.113->172.31.31.73,96.19.115.113,172.31.31.73,medium,Ransomware beacon,Ransomware beacon from 96.19.115.113 targeting 172.31.31.73
858,41.18.209.87->172.28.253.121,41.18.209.87,172.28.253.121,high,C2 traffic,C2 traffic from 41.18.209.87 targeting 172.28.253.121
859,163.34.171.131->192.168.65.149,163.34.171.131,192.168.65.149,high,Ransomware beacon,Ransomware beacon from 163.34.171.131 targeting 192.168.65.149
860,90.181.12.214->10.94.9.139,90.181.12.214,10.94.9.139,critical,Exploit kit,Exploit kit from 90.181.12.214 targeting 10.94.9.139
861,72.210.94.244->10.101.22.5,72.210.94.244,10.101.22.5,high,C2 traffic,C2 traffic from 72.210.94.244 targeting 10.101.22.5
862,41.219.0.134->10.71.231.93,41.219.0.134,10.71.231.93,critical,Port scan,Port scan from 41.219.0.134 targeting 10.71.231.93
863,191.248.38.165->172.26.48.142,191.248.38.165,172.26.48.142,medium,C2 traffic,C2 traffic from 191.248.38.165 targeting 172.26.48.142
864,160.94.182.196->10.246.61.19,160.94.182.196,10.246.61.19,high,Port scan,Port scan from 160.94.182.196 targeting 10.246.61.19
865,129.224.140.75->192.168.252.42,129.224.140.75,192.168.252.42,medium,Ransomware beacon,Ransomware beacon from 129.224.140.75 targeting 192.168.252.42
866,1.247.183.222->10.141.72.37,1.247.183.222,10.141.72.37,medium,Exploit kit,Exploit kit from 1.247.183.222 targeting 10.141.72.37
867,88.184.16.133->172.26.37.173,88.184.16.133,172.26.37.173,critical,C2 traffic,C2 traffic from 88.184.16.133 targeting 172.26.37.173
868,199.245.40.162->192.168.240.88,199.245.40.162,192.168.240.88,high,SQLi attempt,SQLi attempt from 199.245.40.162 targeting 192.168.240.88
869,181.184.204.200->10.96.204.141,181.184.204.200,10.96.204.141,medium,Ransomware beacon,Ransomware beacon from 181.184.204.200 targeting 10.96.204.141
870,209.201.168.35->192.168.245.250,209.201.168.35,192.168.245.250,low,Exploit kit,Exploit kit from 209.201.168.35 targeting 192.168.245.250
871,130.11.25.212->192.168.212.205,130.11.25.212,192.168.212.205,medium,SQLi attempt,SQLi attempt from 130.11.25.212 targeting 192.168.212.205
872,141.230.5.18->172.29.78.116,141.230.5.18,172.29.78.116,high,Exploit kit,Exploit kit from 141.230.5.18 targeting 172.29.78.116
873,193.19.36.19->192.168.42.34,193.19.36.19,192.168.42.34,medium,Port scan,Port scan from 193.19.36.19 targeting 192.168.42.34
874,158.3.73.33->172.28.170.166,158.3.73.33,172.28.170.166,low,SQLi attempt,SQLi attempt from 158.3.73.33 targeting 172.28.170.166
875,176.15.125.44->10.224.91.183,176.15.125.44,10.224.91.183,low,Exploit kit,Exploit kit from 176.15.125.44 targeting 10.224.91.183
876,165.182.252.11->172.23.245.184,165.182.252.11,172.23.245.184,high,C2 traffic,C2 traffic from 165.182.252.11 targeting 172.23.245.184
877,199.169.241.111->10.138.204.179,199.169.241.111,10.138.204.179,low,Exploit kit,Exploit kit from 199.169.241.111 targeting 10.138.204.179
878,209.227.74.218->10.126.121.92,209.227.74.218,10.126.121.92,medium,Port scan,Port scan from 209.227.74.218 targeting 10.126.121.92
879,194.121.51.220->172.19.195.60,194.121.51.220,172.19.195.60,critical,Port scan,Port scan from 194.121.51.220 targeting 172.19.195.60
880,145.100.192.61->172.30.203.245,145.100.192.61,172.30.203.245,low,Ransomware beacon,Ransomware beacon from 145.100.192.61 targeting 172.30.203.245
881,102.124.210.145->172.21.173.223,102.124.210.145,172.21.173.223,medium,Ransomware beacon,Ransomware beacon from 102.124.210.145 targeting 172.21.173.223
882,57.216.62.174->172.26.56.99,57.216.62.174,172.26.56.99,low,Port scan,Port scan from 57.216.62.174 targeting 172.26.56.99
883,199.100.87.49->10.15.227.250,199.100.87.49,10.15.227.250,critical,SQLi attempt,SQLi attempt from 199.100.87.49 targeting 10.15.227.250
884,161.13.68.233->192.168.95.214,161.13.68.233,192.168.95.214,high,Ransomware beacon,Ransomware beacon from 161.13.68.233 targeting 192.168.95.214
885,166.9.254.177->172.24.156.162,166.9.254.177,172.24.156.162,medium,Port scan,Port scan from 166.9.254.177 targeting 172.24.156.162
886,196.111.222.186->192.168.142.52,196.111.222.186,192.168.142.52,medium,Port scan,Port scan from 196.111.222.186 targeting 192.168.142.52
887,192.145.152.15->10.192.93.22,192.145.152.15,10.192.93.22,medium,Ransomware beacon,Ransomware beacon from 192.145.152.15 targeting 10.192.93.22
888,179.250.13.40->172.29.235.97,179.250.13.40,172.29.235.97,critical,Ransomware beacon,Ransomware beacon from 179.250.13.40 targeting 172.29.235.97
889,157.96.172.36->192.168.7.108,157.96.172.36,192.168.7.108,medium,Port scan,Port scan from 157.96.172.36 targeting 192.168.7.108
890,216.192.83.247->10.171.122.86,216.192.83.247,10.171.122.86,critical,Ransomware beacon,Ransomware beacon from 216.192.83.247 targeting 10.171.122.86
891,171.168.77.173->192.168.227.202,171.168.77.173,192.168.227.202,high,Ransomware beacon,Ransomware beacon from 171.168.77.173 targeting 192.168.227.202
892,200.91.233.61->172.27.70.244,200.91.233.61,172.27.70.244,high,Ransomware beacon,Ransomware beacon from 200.91.233.61 targeting 172.27.70.244
893,164.225.108.185->172.26.189.237,164.225.108.185,172.26.189.237,critical,Port scan,Port scan from 164.225.108.185 targeting 172.26.189.237
894,219.199.225.93->172.31.183.37,219.199.225.93,172.31.183.37,high,Port scan,Port scan from 219.199.225.93 targeting 172.31.183.37
895,202.230.161.6->192.168.44.155,202.230.161.6,192.168.44.155,high,Ransomware beacon,Ransomware beacon from 202.230.161.6 targeting 192.168.44.155
896,124.90.0.141->10.201.60.167,124.90.0.141,10.201.60.167,high,Exploit kit,Exploit kit from 124.90.0.141 targeting 10.201.60.167
897,140.156.56.79->172.20.53.26,140.156.56.79,172.20.53.26,high,Exploit kit,Exploit kit from 140.156.56.79 targeting 172.20.53.26
898,47.165.16.46->10.122.123.35,47.165.16.46,10.122.123.35,high,Exploit kit,Exploit kit from 47.165.16.46 targeting 10.122.123.35
899,217.135.134.169->172.23.174.45,217.135.134.169,172.23.174.45,low,C2 traffic,C2 traffic from 217.135.134.169 targeting 172.23.174.45
900,215.50.44.244->172.31.123.24,215.50.44.244,172.31.123.24,medium,SQLi attempt,SQLi attempt from 215.50.44.244 targeting 172.31.123.24
901,169.106.92.4->172.20.161.223,169.106.92.4,172.20.161.223,medium,Port scan,Port scan from 169.106.92.4 targeting 172.20.161.223
902,213.100.205.117->10.30.106.210,213.100.205.117,10.30.106.210,high,Ransomware beacon,Ransomware beacon from 213.100.205.117 targeting 10.30.106.210
903,103.249.222.167->192.168.64.24,103.249.222.167,192.168.64.24,medium,Ransomware beacon,Ransomware beacon from 103.249.222.167 targeting 192.168.64.24
904,158.188.218.103->10.67.99.15,158.188.218.103,10.67.99.15,medium,C2 traffic,C2 traffic from 158.188.218.103 targeting 10.67.99.15
905,200.230.75.67->172.23.48.43,200.230.75.67,172.23.48.43,low,Port scan,Port scan from 200.230.75.67 targeting 172.23.48.43
906,93.192.239.54->192.168.71.183,93.192.239.54,192.168.71.183,high,SQLi attempt,SQLi attempt from 93.192.239.54 targeting 192.168.71.183
907,55.69.42.41->10.0.229.233,55.69.42.41,10.0.229.233,medium,Ransomware beacon,Ransomware beacon from 55.69.42.41 targeting 10.0.229.233
908,219.186.54.65->192.168.24.72,219.186.54.65,192.168.24.72,medium,SQLi attempt,SQLi attempt from 219.186.54.65 targeting 192.168.24.72
909,203.23.167.88->172.28.210.161,203.23.167.88,172.28.210.161,low,Exploit kit,Exploit kit from 203.23.167.88 targeting 172.28.210.161
910,41.73.34.232->192.168.143.47,41.73.34.232,192.168.143.47,high,C2 traffic,C2 traffic from 41.73.34.232 targeting 192.168.143.47
911,167.198.133.141->10.246.61.105,167.198.133.141,10.246.61.105,high,Exploit kit,Exploit kit from 167.198.133.141 targeting 10.246.61.105
912,112.23.133.249->10.15.24.76,112.23.133.249,10.15.24.76,high,Ransomware beacon,Ransomware beacon from 112.23.133.249 targeting 10.15.24.76
913,95.23.19.129->10.138.41.254,95.23.19.129,10.138.41.254,low,SQLi attempt,SQLi attempt from 95.23.19.129 targeting 10.138.41.254
914,87.153.251.124->172.19.80.156,87.153.251.124,172.19.80.156,critical,C2 traffic,C2 traffic from 87.153.251.124 targeting 172.19.80.156
915,143.75.254.245->10.21.18.108,143.75.254.245,10.21.18.108,high,SQLi attempt,SQLi attempt from 143.75.254.245 targeting 10.21.18.108
916,161.135.70.208->10.180.41.94,161.135.70.208,10.180.41.94,low,Ransomware beacon,Ransomware beacon from 161.135.70.208 targeting 10.180.41.94
917,172.202.198.200->172.27.28.102,172.202.198.200,172.27.28.102,medium,Ransomware beacon,Ransomware beacon from 172.202.198.200 targeting 172.27.28.102
918,194.173.235.57->10.126.92.68,194.173.235.57,10.126.92.68,high,Exploit kit,Exploit kit from 194.173.235.57 targeting 10.126.92.68
919,128.30.21.216->10.52.55.124,128.30.21.216,10.52.55.124,critical,Ransomware beacon,Ransomware beacon from 128.30.21.216 targeting 10.52.55.124
920,192.57.249.124->172.21.133.190,192.57.249.124,172.21.133.190,high,SQLi attempt,SQLi attempt from 192.57.249.124 targeting 172.21.133.190
921,84.221.103.203->10.174.98.91,84.221.103.203,10.174.98.91,critical,Exploit kit,Exploit kit from 84.221.103.203 targeting 10.174.98.91
922,175.115.237.102->172.31.52.145,175.115.237.102,172.31.52.145,medium,Port scan,Port scan from 175.115.237.102 targeting 172.31.52.145
923,161.206.191.38->192.168.209.160,161.206.191.38,192.168.209.160,low,Port scan,Port scan from 161.206.191.38 targeting 192.168.209.160
924,183.124.226.108->172.16.101.247,183.124.226.108,172.16.101.247,low,C2 traffic,C2 traffic from 183.124.226.108 targeting 172.16.101.247
925,18.192.238.75->172.19.102.211,18.192.238.75,172.19.102.211,medium,Ransomware beacon,Ransomware beacon from 18.192.238.75 targeting 172.19.102.211
926,162.153.6.228->10.181.221.178,162.153.6.228,10.181.221.178,critical,Exploit kit,Exploit kit from 162.153.6.228 targeting 10.181.221.178
927,196.160.180.190->192.168.171.149,196.160.180.190,192.168.171.149,critical,SQLi attempt,SQLi attempt from 196.160.180.190 targeting 192.168.171.149
928,207.234.73.15->172.26.90.161,207.234.73.15,172.26.90.161,high,C2 traffic,C2 traffic from 207.234.73.15 targeting 172.26.90.161
929,79.138.155.187->192.168.101.56,79.138.155.187,192.168.101.56,high,C2 traffic,C2 traffic from 79.138.155.187 targeting 192.168.101.56
930,47.51.228.55->10.183.144.236,47.51.228.55,10.183.144.236,low,Exploit kit,Exploit kit from 47.51.228.55 targeting 10.183.144.236
931,153.224.39.26->192.168.182.212,153.224.39.26,192.168.182.212,critical,Ransomware beacon,Ransomware beacon from 153.224.39.26 targeting 192.168.182.212
932,116.169.79.26->10.156.240.58,116.169.79.26,10.156.240.58,medium,Ransomware beacon,Ransomware beacon from 116.169.79.26 targeting 10.156.240.58
933,75.198.64.238->192.168.84.211,75.198.64.238,192.168.84.211,low,Exploit kit,Exploit kit from 75.198.64.238 targeting 192.168.84.211
934,184.211.114.114->10.47.233.111,184.211.114.114,10.47.233.111,medium,Port scan,Port scan from 184.211.114.114 targeting 10.47.233.111
935,85.176.18.246->192.168.248.233,85.176.18.246,192.168.248.233,medium,Ransomware beacon,Ransomware beacon from 85.176.18.246 targeting 192.168.248.233
936,195.70.174.250->10.102.6.253,195.70.174.250,10.102.6.253,medium,Ransomware beacon,Ransomware beacon from 195.70.174.250 targeting 10.102.6.253
937,186.56.54.247->192.168.157.113,186.56.54.247,192.168.157.113,critical,Port scan,Port scan from 186.56.54.247 targeting 192.168.157.113
938,140.107.231.222->192.168.208.181,140.107.231.222,192.168.208.181,high,SQLi attempt,SQLi attempt from 140.107.231.222 targeting 192.168.208.181
939,145.147.8.169->10.100.213.138,145.147.8.169,10.100.213.138,critical,Exploit kit,Exploit kit from 145.147.8.169 targeting 10.100.213.138
940,44.207.66.183->10.128.202.206,44.207.66.183,10.128.202.206,medium,Port scan,Port scan from 44.207.66.183 targeting 10.128.202.206
941,132.191.236.140->10.28.69.110,132.191.236.140,10.28.69.110,medium,Port scan,Port scan from 132.191.236.140 targeting 10.28.69.110
942,60.181.229.15->192.168.121.147,60.181.229.15,192.168.121.147,high,C2 traffic,C2 traffic from 60.181.229.15 targeting 192.168.121.147
943,19.47.92.138->10.152.116.144,19.47.92.138,10.152.116.144,high,Port scan,Port scan from 19.47.92.138 targeting 10.152.116.144
944,35.77.126.172->192.168.86.253,35.77.126.172,192.168.86.253,high,SQLi attempt,SQLi attempt from 35.77.126.172 targeting 192.168.86.253
945,105.200.66.69->172.16.252.26,105.200.66.69,172.16.252.26,high,C2 traffic,C2 traffic from 105.200.66.69 targeting 172.16.252.26
946,146.132.217.206->172.16.82.84,146.132.217.206,172.16.82.84,medium,Ransomware beacon,Ransomware beacon from 146.132.217.206 targeting 172.16.82.84
947,136.239.119.130->10.134.132.71,136.239.119.130,10.134.132.71,critical,Ransomware beacon,Ransomware beacon from 136.239.119.130 targeting 10.134.132.71
948,134.67.116.191->10.102.13.129,134.67.116.191,10.102.13.129,high,Exploit kit,Exploit kit from 134.67.116.191 targeting 10.102.13.129
949,101.192.131.201->172.23.67.114,101.192.131.201,172.23.67.114,medium,SQLi attempt,SQLi attempt from 101.192.131.201 targeting 172.23.67.114
950,28.46.32.46->192.168.171.202,28.46.32.46,192.168.171.202,low,SQLi attempt,SQLi attempt from 28.46.32.46 targeting 192.168.171.202
951,215.76.52.163->10.66.4.189,215.76.52.163,10.66.4.189,low,SQLi attempt,SQLi attempt from 215.76.52.163 targeting 10.66.4.189
952,206.17.63.187->192.168.184.147,206.17.63.187,192.168.184.147,low,C2 traffic,C2 traffic from 206.17.63.187 targeting 192.168.184.147
953,114.61.170.57->192.168.40.253,114.61.170.57,192.168.40.253,medium,Port scan,Port scan from 114.61.170.57 targeting 192.168.40.253
954,221.238.67.124->10.129.233.44,221.238.67.124,10.129.233.44,medium,Exploit kit,Exploit kit from 221.238.67.124 targeting 10.129.233.44
955,34.131.111.104->10.224.107.161,34.131.111.104,10.224.107.161,critical,Port scan,Port scan from 34.131.111.104 targeting 10.224.107.161
956,139.197.77.220->10.66.45.18,139.197.77.220,10.66.45.18,critical,Ransomware beacon,Ransomware beacon from 139.197.77.220 targeting 10.66.45.18
957,183.133.185.2->192.168.64.235,183.133.185.2,192.168.64.235,high,Ransomware beacon,Ransomware beacon from 183.133.185.2 targeting 192.168.64.235
958,204.149.131.186->192.168.83.158,204.149.131.186,192.168.83.158,medium,Ransomware beacon,Ransomware beacon from 204.149.131.186 targeting 192.168.83.158
959,214.170.245.161->192.168.139.182,214.170.245.161,192.168.139.182,medium,Port scan,Port scan from 214.170.245.161 targeting 192.168.139.182
960,115.135.71.43->172.16.31.61,115.135.71.43,172.16.31.61,medium,Port scan,Port scan from 115.135.71.43 targeting 172.16.31.61
961,205.145.4.33->172.28.27.88,205.145.4.33,172.28.27.88,critical,Port scan,Port scan from 205.145.4.33 targeting 172.28.27.88
962,222.115.59.151->10.24.109.9,222.115.59.151,10.24.109.9,critical,Exploit kit,Exploit kit from 222.115.59.151 targeting 10.24.109.9
963,19.243.38.249->10.104.164.168,19.243.38.249,10.104.164.168,critical,Port scan,Port scan from 19.243.38.249 targeting 10.104.164.168
964,164.209.21.167->10.106.74.85,164.209.21.167,10.106.74.85,low,Exploit kit,Exploit kit from 164.209.21.167 targeting 10.106.74.85
965,209.218.20.180->10.119.59.129,209.218.20.180,10.119.59.129,high,Ransomware beacon,Ransomware beacon from 209.218.20.180 targeting 10.119.59.129
966,222.177.175.251->10.165.50.119,222.177.175.251,10.165.50.119,low,SQLi attempt,SQLi attempt from 222.177.175.251 targeting 10.165.50.119
967,105.208.18.72->172.28.179.119,105.208.18.72,172.28.179.119,high,Ransomware beacon,Ransomware beacon from 105.208.18.72 targeting 172.28.179.119
968,158.77.100.110->172.25.0.9,158.77.100.110,172.25.0.9,low,SQLi attempt,SQLi attempt from 158.77.100.110 targeting 172.25.0.9
969,35.179.247.228->192.168.127.169,35.179.247.228,192.168.127.169,critical,SQLi attempt,SQLi attempt from 35.179.247.228 targeting 192.168.127.169
970,22.212.53.26->192.168.223.8,22.212.53.26,192.168.223.8,critical,Port scan,Port scan from 22.212.53.26 targeting 192.168.223.8
971,196.177.185.77->10.155.250.24,196.177.185.77,10.155.250.24,critical,Ransomware beacon,Ransomware beacon from 196.177.185.77 targeting 10.155.250.24
972,21.57.227.44->172.21.120.42,21.57.227.44,172.21.120.42,low,SQLi attempt,SQLi attempt from 21.57.227.44 targeting 172.21.120.42
973,217.166.42.130->172.24.45.215,217.166.42.130,172.24.45.215,critical,SQLi attempt,SQLi attempt from 217.166.42.130 targeting 172.24.45.215
974,220.125.255.95->192.168.224.196,220.125.255.95,192.168.224.196,high,SQLi attempt,SQLi attempt from 220.125.255.95 targeting 192.168.224.196
975,56.101.208.72->192.168.205.9,56.101.208.72,192.168.205.9,critical,Ransomware beacon,Ransomware beacon from 56.101.208.72 targeting 192.168.205.9
976,69.169.111.176->192.168.127.62,69.169.111.176,192.168.127.62,medium,C2 traffic,C2 traffic from 69.169.111.176 targeting 192.168.127.62
977,200.128.245.134->172.23.150.221,200.128.245.134,172.23.150.221,high,Exploit kit,Exploit kit from 200.128.245.134 targeting 172.23.150.221
978,171.184.235.52->10.59.12.205,171.184.235.52,10.59.12.205,critical,Exploit kit,Exploit kit from 171.184.235.52 targeting 10.59.12.205
979,163.77.244.86->10.209.24.211,163.77.244.86,10.209.24.211,medium,Exploit kit,Exploit kit from 163.77.244.86 targeting 10.209.24.211
980,119.11.118.183->10.7.144.143,119.11.118.183,10.7.144.143,low,Exploit kit,Exploit kit from 119.11.118.183 targeting 10.7.144.143
981,183.199.252.147->10.210.160.139,183.199.252.147,10.210.160.139,low,Ransomware beacon,Ransomware beacon from 183.199.252.147 targeting 10.210.160.139
982,136.134.120.183->10.181.96.104,136.134.120.183,10.181.96.104,low,Exploit kit,Exploit kit from 136.134.120.183 targeting 10.181.96.104
983,139.68.3.162->172.24.116.4,139.68.3.162,172.24.116.4,critical,C2 traffic,C2 traffic from 139.68.3.162 targeting 172.24.116.4
984,148.133.101.170->172.18.42.77,148.133.101.170,172.18.42.77,high,C2 traffic,C2 traffic from 148.133.101.170 targeting 172.18.42.77
985,210.121.122.225->10.226.216.174,210.121.122.225,10.226.216.174,high,SQLi attempt,SQLi attempt from 210.121.122.225 targeting 10.226.216.174
986,220.113.130.62->172.29.216.241,220.113.130.62,172.29.216.241,high,Exploit kit,Exploit kit from 220.113.130.62 targeting 172.29.216.241
